pipe_id,pipe_age_yrs,diameter_mm,material,soil_type,burial_depth_m,num_prior_repairs,avg_pressure_bar,pressure_variance,avg_flow_lps,flow_variance,pressure_drop_pct,soil_temp_c,elevation_m,zone,failure
P07229,34,200,cast_iron,clay,3.43,1,6.21,0.123,31.33,4.88,3.08,11.1,300.7,Zone_D,0
P07230,45,300,PVC,sandy,2.43,5,7.98,0.502,,0.985,1.0,9.4,381.7,Zone_A,0
P07231,56,150,cast_iron,clay,2.0,0,5.04,0.305,86.68,1.936,11.68,14.7,224.4,Zone_A,1
P07232,48,150,PVC,loam,0.79,0,6.23,0.085,101.84,0.653,7.55,16.2,427.3,Zone_B,0
P07233,47,300,steel,loam,2.96,0,3.46,0.45,51.88,0.321,14.8,0.7,198.8,Zone_A,0
P07234,25,100,steel,clay,2.43,0,7.68,,19.68,0.354,8.05,12.6,153.3,Zone_D,0
P07235,10,300,cast_iron,rocky,0.83,0,6.86,0.586,109.96,1.174,1.69,20.5,491.4,Zone_B,0
P07236,14,100,concrete,clay,1.24,0,,1.451,116.07,5.539,1.51,19.3,249.6,Zone_D,0
P07237,42,150,steel,sandy,2.11,2,18.153514694081743,1.132,102.98,0.705,7.86,26.8,182.0,Zone_D,0
P07238,57,100,cast_iron,sandy,0.64,2,2.49,1.85,69.75,0.197,8.76,22.3,284.8,Zone_C,1
P07239,46,150,PVC,rocky,2.65,4,7.81,0.288,62.63,1.183,2.33,2.7,413.7,Zone_A,0
P07240,58,150,PVC,clay,1.18,0,6.35,0.885,107.91,0.307,2.3,19.6,263.1,Zone_D,0
P07241,30,150,PVC,clay,1.97,1,,0.076,52.36,0.472,13.73,17.2,265.8,Zone_C,0
P07242,55,300,cast_iron,rocky,1.22,4,5.31,0.009,72.5,4.852,12.67,14.9,267.2,Zone_E,1
P07243,41,200,PVC,rocky,1.97,2,5.67,0.086,52.63,2.058,0.15,6.4,249.6,Zone_B,0
P07244,25,200,steel,clay,1.07,1,4.66,0.293,14.03,1.469,11.2,18.7,352.0,Zone_A,0
P07245,14,100,ductile_iron,clay,2.28,3,4.83,0.089,106.9,0.509,7.91,9.4,418.7,Zone_C,0
P07246,35,300,PVC,loam,3.23,1,5.28,0.303,88.05,0.196,9.68,10.5,314.6,Zone_A,0
P07247,52,100,ductile_iron,loam,2.92,4,6.81,0.134,58.39,5.704,0.59,,167.1,Zone_C,0
P07248,48,100,PVC,rocky,1.22,0,6.87,0.122,23.67,1.534,6.56,18.3,404.7,Zone_D,0
P07249,34,100,ductile_iron,clay,1.99,0,7.76,1.26,25.35,0.279,7.1,14.7,60.5,Zone_D,0
P07250,10,150,ductile_iron,clay,1.77,1,3.03,0.367,81.37,1.239,1.92,11.2,196.7,Zone_A,0
P07251,35,300,steel,loam,3.4,2,2.66,0.561,112.78,1.907,13.94,15.1,414.3,Zone_C,0
P07252,11,100,steel,loam,2.9,0,5.66,0.254,54.28,2.327,0.18,25.9,361.2,Zone_D,0
P07253,11,150,ductile_iron,loam,0.82,0,6.22,,56.15,0.191,1.41,27.3,484.4,Zone_D,0
P07254,21,200,ductile_iron,rocky,1.01,0,4.04,0.626,83.85,2.45,8.53,17.7,196.7,Zone_A,0
P07255,21,150,PVC,loam,2.61,1,7.91,0.293,103.33,2.994,0.06,9.8,322.3,Zone_A,0
P07256,22,200,steel,clay,0.98,0,7.05,0.921,97.43,0.917,,33.6,398.7,Zone_B,0
P07257,45,100,PVC,loam,3.35,2,4.96,0.043,87.19,2.214,0.45,,259.3,Zone_C,0
P07258,7,200,PVC,sandy,3.48,3,6.35,0.242,34.8,0.208,9.46,10.0,154.9,Zone_B,0
P07259,55,100,concrete,sandy,2.84,0,4.72,0.088,24.73,10.234,5.42,14.9,67.5,Zone_E,0
P07260,17,400,steel,rocky,0.58,4,3.2,0.592,5.83,0.15,1.69,18.9,118.8,Zone_D,0
P07261,2,150,cast_iron,loam,1.95,2,,0.206,116.5,0.454,12.95,21.1,37.0,Zone_C,0
P07262,12,200,PVC,clay,1.72,1,3.74,0.269,54.86,2.844,8.19,14.8,140.7,Zone_B,0
P07263,57,100,ductile_iron,sandy,2.9,2,7.37,0.215,27.87,6.433,10.07,11.3,68.3,Zone_E,0
P07264,42,100,steel,clay,1.36,0,4.25,0.919,19.08,0.588,11.79,28.4,26.4,Zone_A,0
P07265,18,100,cast_iron,clay,1.66,2,7.44,0.415,,0.207,8.28,11.7,192.8,Zone_E,0
P07266,54,150,ductile_iron,loam,0.78,0,6.79,0.616,43.54,0.305,3.78,30.6,245.3,Zone_C,0
P07267,59,100,ductile_iron,loam,1.53,2,5.64,0.675,103.74,2.299,4.68,3.3,297.8,Zone_C,0
P07268,11,200,cast_iron,sandy,3.42,1,7.38,0.614,,1.427,12.38,25.2,412.0,Zone_E,0
P07269,16,100,ductile_iron,sandy,3.33,1,3.14,1.446,,4.294,11.79,17.3,38.2,Zone_B,0
P07270,49,200,PVC,sandy,2.75,1,2.46,0.528,41.62,0.213,0.22,16.2,62.6,Zone_A,0
P07271,51,50,ductile_iron,clay,3.22,1,6.5,0.523,25.18,1.392,8.68,-4.7,207.2,Zone_D,0
P07272,18,100,PVC,clay,1.13,2,7.43,0.829,38.05,1.896,11.3,18.6,306.5,Zone_D,0
P07273,35,200,PVC,rocky,2.37,3,4.3,0.008,76.19,3.97,1.51,23.9,114.0,Zone_D,0
P07274,53,200,PVC,loam,2.0,0,2.03,0.03,113.7,1.614,9.2,16.0,113.0,Zone_D,0
P07275,59,150,PVC,rocky,1.77,2,6.6,0.143,61.48,0.403,6.99,25.3,25.8,Zone_A,0
P07276,26,50,cast_iron,loam,1.47,0,4.19,0.1,21.08,4.393,3.27,15.9,294.4,Zone_C,0
P07277,16,150,cast_iron,loam,3.1,2,5.51,0.083,113.81,4.016,,14.4,285.8,Zone_D,0
P07278,6,150,steel,clay,1.95,0,3.26,0.402,115.73,4.131,4.49,14.9,260.3,Zone_C,0
P07279,57,100,PVC,clay,2.67,1,6.09,0.109,107.94,1.768,3.0,16.0,469.0,Zone_A,0
P07280,44,150,PVC,loam,2.62,2,5.19,1.698,103.8,6.611,6.74,16.8,245.7,Zone_D,0
P07281,43,150,PVC,sandy,0.91,2,2.17,0.102,94.4,1.622,,15.7,404.0,Zone_E,0
P07282,47,50,cast_iron,loam,0.65,3,,,19.51,0.322,6.49,16.0,193.2,Zone_C,0
P07283,47,300,steel,sandy,3.02,2,14.266299723935024,0.426,42.63,1.02,13.66,21.1,384.7,Zone_A,0
P07284,48,200,cast_iron,rocky,1.97,0,2.98,0.1,91.73,3.485,13.5,26.2,413.0,Zone_A,0
P07285,42,50,concrete,sandy,2.93,0,7.43,0.547,104.62,7.669,5.54,17.1,30.3,Zone_B,0
P07286,12,150,cast_iron,sandy,1.39,0,2.63,0.978,31.16,3.555,3.17,17.6,68.9,Zone_B,0
P07287,13,50,PVC,rocky,3.09,0,6.3,,76.4,0.903,13.5,22.3,443.4,Zone_C,0
P07288,4,200,cast_iron,sandy,2.99,1,4.1,0.215,11.79,0.02,6.25,22.0,245.7,Zone_D,0
P07289,39,150,steel,rocky,1.65,0,7.61,,103.43,0.393,4.66,17.7,376.4,Zone_B,0
P07290,54,100,concrete,clay,1.74,3,2.8,0.819,44.96,0.075,14.37,23.8,311.0,Zone_C,1
P07291,2,50,cast_iron,loam,1.55,0,6.67,0.18,27.61,3.45,7.39,,297.5,Zone_D,0
P07292,26,50,ductile_iron,clay,0.6,3,7.76,0.834,101.33,0.732,13.11,18.5,67.8,Zone_B,0
P07293,59,150,cast_iron,clay,2.56,1,7.74,0.728,24.61,2.375,0.14,18.3,21.6,Zone_C,1
P07294,27,200,steel,loam,1.32,2,3.54,0.33,57.98,1.05,0.82,21.1,305.0,Zone_A,0
P07295,27,100,ductile_iron,clay,3.15,2,3.78,0.306,15.99,0.637,7.18,24.4,491.6,Zone_C,0
P07296,15,100,PVC,clay,3.19,0,2.9,0.055,56.17,1.487,9.78,5.1,318.8,Zone_E,0
P07297,8,100,cast_iron,rocky,2.67,4,4.24,0.046,111.28,1.344,,18.0,370.8,Zone_B,0
P07298,7,100,PVC,rocky,1.04,1,6.09,0.689,84.77,3.464,7.11,17.3,38.2,Zone_D,0
P07299,47,150,PVC,clay,0.77,4,2.06,0.44,118.2,2.383,4.95,23.9,453.6,Zone_E,0
P07300,55,150,PVC,sandy,2.95,2,5.9,0.336,56.52,0.743,6.84,29.0,325.3,Zone_D,0
P07301,46,200,steel,loam,3.18,3,,0.024,107.26,3.281,,20.7,367.2,Zone_A,0
P07302,40,400,cast_iron,rocky,1.56,2,6.0,0.029,109.79,1.823,11.42,17.3,436.2,Zone_A,0
P07303,12,300,PVC,rocky,1.56,4,7.04,1.268,15.4,0.83,3.44,20.8,335.4,Zone_E,0
P07304,13,150,PVC,clay,1.67,1,4.16,0.541,117.59,3.327,10.78,20.4,74.8,Zone_B,0
P07305,43,200,PVC,loam,2.98,4,4.44,0.244,107.6,0.925,10.26,12.3,288.9,Zone_A,0
P07306,17,400,cast_iron,clay,2.62,1,6.37,0.602,77.04,0.109,2.0,16.4,96.5,Zone_E,0
P07307,17,50,steel,sandy,0.87,1,6.86,0.149,66.69,4.222,12.95,16.3,408.8,Zone_D,0
P07308,56,50,concrete,clay,2.4,0,8.0,0.263,49.3,1.176,0.9,9.8,188.9,Zone_E,0
P07309,36,50,concrete,clay,0.53,6,,0.31,72.42,0.779,0.07,13.7,60.5,Zone_E,0
P07310,21,150,steel,sandy,2.63,4,7.13,0.016,89.71,4.897,12.08,8.2,240.3,Zone_E,0
P07311,8,200,ductile_iron,clay,2.79,3,2.34,2.463,86.49,0.58,9.72,11.5,249.5,Zone_D,0
P07312,5,150,ductile_iron,rocky,2.94,1,2.64,0.24,39.54,7.024,2.85,13.9,471.8,Zone_B,0
P07313,26,150,cast_iron,loam,2.38,0,7.22,1.708,82.25,0.058,10.87,15.4,53.2,Zone_B,0
P07314,16,150,ductile_iron,clay,1.04,1,4.27,0.522,5.54,2.216,13.19,26.7,130.5,Zone_B,0
P07315,36,50,cast_iron,rocky,2.88,2,3.36,1.324,24.53,0.123,2.65,1.5,410.4,Zone_D,0
P07316,28,100,ductile_iron,rocky,3.2,2,4.43,0.028,22.46,0.191,5.02,17.1,139.5,Zone_E,0
P07317,54,50,steel,sandy,2.4,1,5.15,1.619,90.22,6.476,12.32,26.8,463.8,Zone_E,1
P07318,29,100,concrete,sandy,1.33,0,3.94,0.261,108.15,5.06,11.43,13.0,180.3,Zone_A,0
P07319,47,200,concrete,clay,1.04,1,3.19,,14.93,3.713,9.09,19.5,417.6,Zone_B,0
P07320,12,200,cast_iron,clay,1.19,1,2.22,0.556,109.86,2.272,5.84,22.6,331.9,Zone_C,0
P07321,37,200,concrete,sandy,0.55,1,6.61,0.719,40.26,1.257,6.23,,141.2,Zone_E,0
P07322,30,200,cast_iron,clay,0.53,1,7.42,0.524,76.61,2.267,6.49,32.1,260.5,Zone_A,0
P07323,23,200,PVC,sandy,1.39,0,2.1,0.388,23.85,1.63,13.87,22.7,196.3,Zone_B,0
P07324,16,200,PVC,clay,3.27,2,4.1,0.847,51.32,3.824,7.83,19.6,456.7,Zone_B,0
P07325,14,200,PVC,sandy,2.36,2,7.36,0.579,58.12,2.721,7.66,16.9,472.8,Zone_B,0
P07326,10,200,concrete,sandy,1.66,1,2.12,0.482,48.08,2.285,5.5,24.6,498.6,Zone_C,0
P07327,7,150,ductile_iron,sandy,0.53,0,6.39,0.191,99.55,0.429,9.58,18.8,439.9,Zone_C,0
P07328,45,150,PVC,sandy,3.47,2,3.46,,72.11,2.151,8.31,15.1,462.6,Zone_E,0
P07329,52,200,cast_iron,sandy,1.87,0,6.64,0.589,62.06,1.333,,23.8,322.3,Zone_D,0
P07330,37,100,steel,rocky,3.47,0,6.08,1.149,95.16,3.01,14.12,15.8,246.4,Zone_E,0
P07331,29,150,ductile_iron,loam,2.66,3,7.65,0.466,86.58,1.213,12.08,16.5,309.7,Zone_B,0
P07332,3,150,PVC,sandy,0.65,0,3.84,0.804,17.06,1.378,0.94,14.0,423.9,Zone_E,0
P07333,15,100,PVC,rocky,3.08,1,2.91,1.079,64.55,1.073,14.75,23.3,378.2,Zone_C,0
P07334,36,400,PVC,loam,2.09,0,4.97,0.39,96.76,8.293,3.66,19.0,50.1,Zone_C,0
P07335,47,100,PVC,clay,1.86,0,7.91,0.628,78.37,1.801,9.65,20.8,278.1,Zone_D,0
P07336,46,100,ductile_iron,clay,2.77,1,2.24,0.43,86.98,4.847,9.31,20.1,206.0,Zone_E,0
P07337,52,100,PVC,clay,2.82,2,3.07,0.638,70.93,4.109,0.67,16.6,145.7,Zone_E,0
P07338,19,200,concrete,sandy,2.89,0,7.14,0.37,111.72,2.795,14.8,21.4,186.3,Zone_D,0
P07339,13,150,steel,sandy,2.78,2,6.12,0.805,64.16,1.404,,22.0,179.9,Zone_B,0
P07340,42,150,cast_iron,sandy,2.42,1,,0.823,69.83,1.546,12.16,17.2,95.6,Zone_D,0
P07341,21,200,cast_iron,rocky,2.53,1,4.96,0.024,,5.445,5.75,12.0,261.7,Zone_D,0
P07342,37,100,PVC,clay,3.08,1,3.53,,75.7,0.525,5.61,12.8,489.9,Zone_D,0
P07343,27,100,steel,sandy,2.57,2,7.77,0.108,55.32,3.063,9.98,19.0,147.3,Zone_C,0
P07344,55,100,ductile_iron,sandy,0.8,0,4.06,0.195,34.16,0.706,5.12,24.0,112.1,Zone_D,0
P07345,52,200,PVC,rocky,2.44,1,4.28,0.323,116.03,0.12,6.45,3.8,332.7,Zone_E,0
P07346,29,150,concrete,clay,1.01,2,4.81,0.664,93.67,1.005,7.13,25.0,130.7,Zone_E,0
P07347,20,100,PVC,clay,0.54,2,3.28,0.179,14.52,1.478,6.47,11.0,361.8,Zone_C,0
P07348,25,100,cast_iron,clay,1.14,1,3.18,0.527,19.41,0.283,4.64,26.6,314.4,Zone_C,0
P07349,6,100,concrete,sandy,0.96,1,5.6,0.987,28.62,2.75,11.91,17.7,462.0,Zone_A,0
P07350,36,150,PVC,sandy,0.81,1,6.65,0.297,32.25,2.712,12.03,19.4,127.9,Zone_B,0
P07351,2,50,ductile_iron,loam,1.14,2,6.51,0.535,79.18,2.624,11.66,28.1,430.1,Zone_C,0
P07352,22,50,ductile_iron,sandy,2.19,3,,0.941,66.29,0.774,,24.2,358.8,Zone_A,0
P07353,32,150,ductile_iron,clay,0.95,1,5.83,0.645,32.12,1.378,7.77,21.4,226.0,Zone_D,0
P07354,16,200,PVC,sandy,1.34,3,5.38,0.055,22.2,0.382,12.12,17.2,153.9,Zone_A,0
P07355,18,200,ductile_iron,rocky,3.05,3,7.25,0.082,84.56,1.152,0.1,18.3,128.1,Zone_A,0
P07356,5,150,ductile_iron,sandy,3.16,2,4.32,0.043,11.05,6.216,3.57,,226.3,Zone_A,0
P07357,54,200,PVC,rocky,1.5,1,2.74,0.166,30.21,0.72,7.93,16.0,177.9,Zone_A,0
P07358,36,150,cast_iron,sandy,3.2,0,4.61,0.002,39.01,0.1,5.68,27.8,308.1,Zone_D,0
P07359,30,400,cast_iron,clay,2.26,1,7.22,0.47,25.85,0.749,11.81,24.4,207.8,Zone_B,0
P07360,45,100,PVC,loam,1.18,2,7.4,0.013,71.02,3.605,8.32,20.8,122.5,Zone_E,0
P07361,19,150,steel,clay,2.76,0,5.54,0.298,87.47,4.746,10.47,19.9,401.2,Zone_A,0
P07362,23,150,cast_iron,clay,3.27,1,2.37,0.34,51.85,0.019,0.45,27.9,226.7,Zone_D,0
P07363,34,100,cast_iron,clay,2.48,5,6.33,0.518,24.16,1.309,2.05,12.9,263.1,Zone_E,0
P07364,13,200,PVC,clay,1.1,2,5.92,0.137,51.16,5.918,7.61,19.2,342.2,Zone_A,0
P07365,43,100,PVC,sandy,0.76,2,4.71,1.012,58.58,0.269,12.36,22.6,122.8,Zone_E,0
P07366,54,150,ductile_iron,sandy,1.19,0,2.98,0.351,106.17,0.129,1.03,13.6,177.9,Zone_B,0
P07367,29,150,cast_iron,sandy,1.52,1,5.64,0.586,,2.838,0.29,29.6,117.5,Zone_A,0
P07368,36,100,cast_iron,sandy,1.5,1,17.422480042085862,0.212,11.58,2.043,9.72,11.0,327.1,Zone_E,0
P07369,22,150,steel,loam,2.0,3,2.36,0.155,,2.554,6.84,26.6,429.8,Zone_A,0
P07370,52,150,PVC,clay,2.02,4,4.39,0.439,26.71,0.634,4.45,15.6,209.1,Zone_E,0
P07371,52,200,steel,loam,1.91,4,7.63,1.128,65.76,1.033,2.2,17.1,99.9,Zone_A,0
P07372,47,200,PVC,sandy,1.53,0,4.47,0.632,44.26,1.705,4.41,28.0,380.6,Zone_D,0
P07373,36,100,PVC,loam,0.82,2,4.58,0.6,85.29,2.864,3.96,14.8,498.8,Zone_A,0
P07374,9,150,concrete,loam,1.75,1,5.34,0.341,26.95,0.767,0.8,24.1,108.6,Zone_C,0
P07375,39,300,cast_iron,loam,3.46,1,3.78,0.003,63.93,1.04,9.01,17.1,123.0,Zone_C,0
P07376,51,100,PVC,loam,2.46,1,2.44,1.055,64.13,1.538,12.82,14.7,393.3,Zone_C,0
P07377,19,150,cast_iron,sandy,1.82,4,5.61,0.138,79.87,0.013,10.9,14.6,187.7,Zone_D,0
P07378,38,200,ductile_iron,sandy,0.75,0,4.97,0.321,71.93,3.754,,18.7,377.0,Zone_C,0
P07379,6,150,cast_iron,loam,1.14,2,6.1,0.107,19.48,1.956,4.49,19.2,172.3,Zone_C,0
P07380,52,100,cast_iron,sandy,2.22,2,4.86,0.841,84.84,0.172,7.91,18.5,375.2,Zone_B,1
P07381,47,150,concrete,sandy,1.99,2,3.48,0.017,58.25,0.872,,20.8,362.6,Zone_A,0
P07382,15,150,PVC,clay,0.56,3,4.31,0.534,26.56,0.395,2.27,16.7,406.4,Zone_E,0
P07383,57,400,steel,clay,0.76,1,2.08,0.025,51.01,0.081,1.41,19.0,404.8,Zone_B,0
P07384,20,100,ductile_iron,loam,1.57,1,,,47.47,0.745,1.25,14.0,45.2,Zone_E,0
P07385,9,400,PVC,clay,0.92,1,6.72,0.028,55.99,4.128,6.96,18.3,340.1,Zone_B,0
P07386,32,150,cast_iron,clay,3.37,0,7.59,1.103,107.88,0.139,10.81,17.8,223.3,Zone_B,1
P07387,4,100,PVC,rocky,0.6,1,4.19,0.145,105.23,4.196,7.03,19.0,376.7,Zone_E,0
P07388,50,150,PVC,clay,3.42,1,7.56,0.529,7.77,0.492,,21.7,470.7,Zone_B,0
P07389,18,150,cast_iron,sandy,2.47,1,5.81,0.507,64.0,6.217,8.49,23.8,220.5,Zone_E,0
P07390,5,100,steel,rocky,1.72,2,3.68,0.954,13.44,0.496,4.59,11.9,110.0,Zone_A,0
P07391,20,100,ductile_iron,clay,2.12,1,5.6,0.258,9.18,3.876,13.81,9.5,308.0,Zone_A,0
P07392,23,300,PVC,rocky,1.73,2,,0.377,,4.994,11.04,23.9,75.7,Zone_D,0
P07393,11,400,PVC,clay,2.22,3,6.72,0.243,116.04,5.105,10.84,19.2,94.3,Zone_A,0
P07394,37,100,concrete,clay,0.96,1,7.31,0.533,112.05,0.264,,,476.7,Zone_A,0
P07395,22,100,cast_iron,clay,0.86,1,6.72,0.186,,2.224,2.85,,78.9,Zone_A,0
P07396,58,200,PVC,sandy,2.09,1,6.17,0.511,40.5,3.468,6.45,10.2,306.6,Zone_B,0
P07397,4,150,PVC,rocky,0.71,2,4.3,0.7,29.31,2.663,3.36,16.3,397.2,Zone_E,0
P07398,29,100,cast_iron,rocky,1.38,1,3.08,0.07,24.71,1.283,2.84,17.9,249.5,Zone_B,0
P07399,44,300,PVC,loam,3.28,0,2.68,0.239,7.46,5.673,1.52,14.6,367.1,Zone_B,0
P07400,34,50,ductile_iron,clay,3.13,1,6.88,0.018,55.64,0.396,4.02,18.8,291.3,Zone_D,0
P07401,13,150,cast_iron,rocky,2.99,1,6.6,0.048,74.72,4.201,10.11,29.3,499.1,Zone_C,0
P07402,42,150,cast_iron,loam,2.02,0,7.37,0.025,73.34,0.552,11.62,13.5,49.0,Zone_A,0
P07403,9,150,steel,clay,0.58,0,2.42,0.611,85.68,1.198,14.02,6.1,123.5,Zone_D,0
P07404,42,100,cast_iron,rocky,0.86,1,5.81,1.953,63.73,1.242,7.43,13.6,290.0,Zone_B,1
P07405,31,200,PVC,rocky,3.26,0,6.32,0.473,66.37,0.683,9.84,22.2,260.8,Zone_B,0
P07406,7,400,cast_iron,loam,3.01,1,4.48,0.207,115.33,0.668,14.17,7.0,55.8,Zone_A,0
P07407,4,150,cast_iron,clay,1.63,0,5.19,0.74,69.92,0.935,10.08,23.9,278.6,Zone_B,0
P07408,19,150,cast_iron,rocky,2.69,3,4.98,0.355,105.5,0.026,10.66,12.1,63.5,Zone_E,0
P07409,42,100,PVC,clay,3.06,1,4.61,0.075,19.32,0.554,11.71,7.9,348.6,Zone_E,0
P07410,30,300,cast_iron,loam,2.36,1,3.74,,100.02,6.041,3.66,6.9,329.6,Zone_A,0
P07411,31,400,cast_iron,clay,3.06,3,7.93,0.067,84.17,2.54,11.59,24.4,42.6,Zone_D,0
P07412,35,200,steel,rocky,1.23,1,7.3,1.876,5.67,1.176,13.38,13.1,238.6,Zone_A,0
P07413,57,150,PVC,sandy,1.89,0,6.72,0.225,29.21,0.002,0.99,10.2,358.5,Zone_E,0
P07414,21,400,cast_iron,sandy,2.24,2,7.05,0.649,29.76,2.463,13.61,10.9,402.3,Zone_A,0
P07415,31,100,PVC,clay,2.39,5,7.02,1.602,50.69,1.358,4.54,14.7,27.8,Zone_C,0
P07416,19,150,cast_iron,sandy,3.46,1,2.45,0.45,50.04,2.136,12.9,25.3,239.0,Zone_A,0
P07417,31,150,PVC,rocky,3.04,0,5.45,1.861,45.16,1.003,0.75,18.0,493.9,Zone_B,0
P07418,53,150,ductile_iron,rocky,0.67,4,,0.099,54.97,0.002,13.86,16.9,198.0,Zone_D,0
P07419,32,200,cast_iron,clay,1.01,1,3.19,0.029,100.11,1.752,4.77,21.8,271.7,Zone_C,0
P07420,2,200,cast_iron,sandy,2.47,0,3.57,0.517,10.81,3.106,11.59,15.1,156.6,Zone_C,0
P07421,59,100,ductile_iron,clay,1.22,0,2.85,0.055,102.45,0.488,1.32,10.3,37.0,Zone_B,0
P07422,52,100,steel,sandy,0.98,1,4.84,,,2.174,12.14,28.4,452.8,Zone_E,0
P07423,10,100,cast_iron,rocky,2.5,2,3.54,0.751,24.15,0.866,5.27,14.9,319.4,Zone_E,0
P07424,2,150,cast_iron,loam,2.11,2,3.28,0.874,,3.581,13.37,24.4,266.3,Zone_C,0
P07425,2,100,PVC,sandy,2.92,4,5.29,0.414,79.88,1.152,7.73,16.5,407.4,Zone_D,0
P07426,24,100,PVC,sandy,1.46,2,3.28,0.313,,0.129,13.62,17.7,82.1,Zone_D,0
P07427,17,200,cast_iron,loam,1.49,0,5.54,0.048,104.61,1.507,7.78,13.8,435.8,Zone_A,0
P07428,32,300,ductile_iron,clay,0.95,0,2.93,0.57,90.21,1.871,13.05,,308.6,Zone_C,0
P07429,16,300,ductile_iron,clay,2.46,2,6.23,0.684,113.03,0.77,7.63,9.2,357.1,Zone_A,0
P07430,16,400,cast_iron,clay,2.63,3,3.82,0.247,117.97,0.162,6.52,23.3,314.1,Zone_A,0
P07431,46,200,ductile_iron,clay,0.92,2,6.58,0.386,108.28,2.798,11.39,13.0,413.3,Zone_A,0
P07432,39,100,cast_iron,sandy,1.26,1,6.78,0.146,26.43,1.557,5.38,11.1,398.4,Zone_D,0
P07433,53,300,PVC,rocky,0.96,3,,0.246,87.1,0.471,11.12,21.6,290.2,Zone_B,0
P07434,31,150,concrete,clay,2.74,0,2.1,0.451,50.92,0.415,6.66,18.5,421.6,Zone_A,0
P07435,43,200,PVC,rocky,1.13,2,6.86,0.711,99.0,1.579,2.8,12.8,394.9,Zone_B,0
P07436,24,150,ductile_iron,sandy,0.96,1,4.89,0.031,11.39,0.741,14.64,8.6,256.7,Zone_B,0
P07437,1,200,PVC,loam,0.71,1,2.74,0.34,100.34,2.35,4.1,34.0,56.2,Zone_A,0
P07438,11,150,PVC,clay,2.99,1,6.55,,38.86,0.858,5.4,15.7,434.9,Zone_C,0
P07439,55,50,steel,clay,0.87,4,2.39,1.156,93.63,1.272,7.91,,193.9,Zone_A,1
P07440,21,150,PVC,clay,0.59,3,7.21,0.512,24.34,0.123,12.02,12.1,411.5,Zone_E,0
P07441,4,100,PVC,loam,0.69,1,5.79,0.327,10.61,1.236,6.85,10.3,388.4,Zone_A,0
P07442,7,400,cast_iron,loam,1.6,3,3.13,0.021,79.75,0.02,3.61,,51.7,Zone_B,0
P07443,26,150,ductile_iron,rocky,2.29,2,6.09,,56.07,0.895,10.28,28.9,143.4,Zone_C,0
P07444,47,150,ductile_iron,sandy,1.69,3,3.0,0.496,102.38,0.743,11.67,17.6,415.5,Zone_B,0
P07445,50,300,cast_iron,sandy,1.87,0,5.39,0.273,109.98,2.823,12.09,13.2,295.4,Zone_C,0
P07446,12,150,ductile_iron,sandy,3.26,1,2.03,0.171,51.71,2.929,8.05,9.3,168.1,Zone_A,0
P07447,31,100,PVC,clay,2.78,3,7.62,1.589,,1.085,10.32,19.4,87.6,Zone_B,1
P07448,17,100,PVC,sandy,1.52,0,2.38,0.116,37.15,7.449,5.17,15.1,222.2,Zone_D,0
P07449,33,150,concrete,rocky,0.96,0,6.5,1.757,34.8,0.576,2.18,27.6,317.8,Zone_B,0
P07450,11,300,cast_iron,sandy,2.75,3,6.23,0.006,103.79,0.362,2.28,3.8,182.7,Zone_A,0
P07451,28,200,cast_iron,rocky,2.22,2,5.91,0.367,21.73,3.367,0.64,12.9,304.7,Zone_A,0
P07452,32,400,steel,sandy,3.39,5,2.23,0.215,56.19,1.427,3.51,,408.2,Zone_D,0
P07453,1,50,concrete,sandy,3.23,0,5.93,0.163,57.22,0.435,9.89,14.8,142.6,Zone_D,0
P07454,47,100,PVC,loam,2.19,3,5.68,0.217,72.21,0.81,13.63,18.9,53.9,Zone_B,0
P07455,28,50,cast_iron,clay,0.71,1,5.8,0.478,77.59,0.199,11.89,,98.1,Zone_B,0
P07456,53,200,PVC,rocky,0.59,1,5.23,0.265,54.74,2.383,11.5,18.3,126.3,Zone_B,0
P07457,42,100,cast_iron,rocky,3.01,2,3.98,0.099,55.8,1.373,13.64,,73.5,Zone_E,0
P07458,7,50,steel,loam,2.59,0,3.4,0.492,76.48,1.661,3.42,21.7,208.9,Zone_C,0
P07459,2,150,PVC,rocky,2.18,1,,1.487,85.77,0.154,0.88,13.6,170.0,Zone_B,0
P07460,42,150,cast_iron,clay,2.57,2,,1.941,96.25,2.403,6.3,15.0,198.0,Zone_B,1
P07461,24,200,steel,sandy,2.12,2,6.13,0.862,83.65,0.696,5.65,33.6,186.5,Zone_D,0
P07462,4,150,PVC,rocky,2.24,2,3.62,0.099,5.87,0.349,8.96,16.9,131.9,Zone_B,0
P07463,44,150,concrete,sandy,1.18,2,6.75,0.112,31.59,1.106,,25.8,324.0,Zone_C,0
P07464,19,150,concrete,clay,1.87,2,7.88,0.005,20.52,3.856,11.22,15.1,128.5,Zone_E,0
P07465,26,300,cast_iron,clay,0.53,1,6.19,0.808,98.34,0.929,11.95,11.4,466.3,Zone_D,0
P07466,11,150,cast_iron,sandy,2.51,1,5.07,0.093,60.31,0.231,8.66,7.3,166.2,Zone_A,0
P07467,40,100,PVC,loam,1.5,1,3.03,1.516,49.09,5.701,3.12,17.0,477.1,Zone_D,0
P07468,50,100,concrete,clay,2.47,1,7.89,0.3,91.24,2.039,13.18,14.6,103.1,Zone_C,0
P07469,43,100,concrete,sandy,3.28,1,3.64,0.023,13.79,0.718,3.96,23.1,52.2,Zone_E,0
